struct,nl,pers,eps,ej_t,acr_t,acp_t,ej_acr,d_real,d_pool,d_real_lo,d_real_hi,d_pool_lo,d_pool_hi,wilcoxon_p,n,degenerate_control
persistent-switch,low,medium,small,0.9785714285714289,0.9678571428571431,0.9750000000000002,0.9821428571428573,0.010714285714285687,0.0035714285714285475,-0.0017857142857142627,0.024999999999999967,-0.016071428571428577,0.02321428571428564,0.7148884253371676,20,False
persistent-switch,low,medium,med,0.9785714285714289,0.9678571428571431,0.9750000000000002,0.9821428571428573,0.010714285714285687,0.0035714285714285475,-0.0017857142857142629,0.024999999999999932,-0.016116071428571452,0.024999999999999866,0.7148884253371676,20,False
persistent-switch,low,medium,large,0.7607142857142858,0.8,0.7714285714285716,0.9821428571428573,-0.0392857142857143,-0.010714285714285732,-0.06964285714285716,-0.014241071428571674,-0.03928571428571433,0.02142857142857139,0.3778078502964859,20,False
persistent-switch,low,medium,extreme,0.6285714285714286,0.6678571428571429,0.6107142857142859,0.9821428571428573,-0.03928571428571428,0.017857142857142842,-0.07678571428571428,-0.007142857142857126,-0.012500000000000035,0.05,0.2800455764133215,20,False
persistent-switch,low,long,small,0.9821428571428573,0.9375000000000002,0.9607142857142861,0.9589285714285716,0.04464285714285711,0.021428571428571335,0.001785714285714285,0.10357142857142854,-6.661338147750939e-17,0.04464285714285702,0.10376809518115648,20,False
persistent-switch,low,long,med,0.9875000000000002,0.9535714285714288,0.9517857142857146,0.9589285714285716,0.033928571428571384,0.03571428571428562,0.0035714285714285475,0.0785714285714285,0.007142857142857039,0.06785714285714273,0.028327821813946143,20,False
persistent-switch,low,long,large,0.7892857142857143,0.8107142857142856,0.7642857142857146,0.9589285714285716,-0.021428571428571425,0.02499999999999995,-0.05535714285714286,0.01075892857142835,-0.02321428571428578,0.0946428571428571,1.0,20,False
persistent-switch,low,long,extreme,0.6321428571428573,0.6607142857142858,0.6000000000000002,0.9589285714285716,-0.02857142857142858,0.03214285714285715,-0.07142857142857145,0.0107142857142857,-0.014285714285714268,0.09285714285714289,0.23913578185722584,20,False
persistent-switch,med,short,small,0.9428571428571431,0.9267857142857145,0.9232142857142858,0.9767857142857146,0.01607142857142857,0.01964285714285714,0.0017857142857142959,0.03214285714285716,-0.03214285714285714,0.06428571428571425,0.2880812852332325,20,False
persistent-switch,med,short,med,0.9446428571428575,0.9303571428571431,0.9285714285714288,0.9767857142857146,0.01428571428571428,0.01607142857142856,0.0017410714285714095,0.030357142857142815,-0.03392857142857142,0.06249999999999998,0.4369687746411941,20,False
persistent-switch,med,short,large,0.9392857142857146,0.9375000000000003,0.9089285714285718,0.9767857142857146,0.001785714285714285,0.030357142857142867,-0.010758928571428612,0.014285714285714323,-0.005357142857142805,0.06785714285714281,0.11773538931186558,20,False
persistent-switch,med,short,extreme,0.7750000000000001,0.7821428571428573,0.735714285714286,0.9767857142857146,-0.007142857142857143,0.0392857142857143,-0.026785714285714284,0.008928571428571456,0.001785714285714307,0.08214285714285711,0.10622653502728213,20,False
persistent-switch,med,medium,small,0.9392857142857144,0.898214285714286,0.8982142857142861,0.9607142857142857,0.04107142857142855,0.04107142857142852,0.01964285714285711,0.06607142857142859,0.005357142857142794,0.07857142857142856,0.051416028905737474,20,False
persistent-switch,med,medium,med,0.9410714285714288,0.9000000000000001,0.9000000000000004,0.9607142857142857,0.04107142857142853,0.04107142857142853,0.01785714285714285,0.06611607142857118,0.0035714285714285253,0.07857142857142849,0.04102695499149435,20,False
persistent-switch,med,medium,large,0.9535714285714288,0.9196428571428574,0.8964285714285717,0.9607142857142857,0.03392857142857143,0.05714285714285714,0.014285714285714296,0.05714285714285714,0.021428571428571387,0.09464285714285714,0.01447736109825423,20,False
persistent-switch,med,medium,extreme,0.7767857142857143,0.7714285714285716,0.7214285714285718,0.9607142857142857,0.005357142857142847,0.05535714285714284,-0.01785714285714288,0.026785714285714267,0.0053571428571428355,0.10892857142857144,0.08302409303879844,20,False
persistent-switch,med,long,small,0.9446428571428573,0.8785714285714288,0.8839285714285717,0.9285714285714286,0.06607142857142853,0.06071428571428572,0.012499999999999938,0.13214285714285712,0.03392857142857138,0.09107142857142851,0.0013286705541466486,20,False
persistent-switch,med,long,med,0.9446428571428575,0.8785714285714292,0.8875000000000004,0.9285714285714286,0.06607142857142854,0.05714285714285712,0.012499999999999966,0.13392857142857137,0.030357142857142822,0.08571428571428572,0.0013040660952382288,20,False
persistent-switch,med,long,large,0.9321428571428575,0.9160714285714289,0.8571428571428573,0.9285714285714286,0.01607142857142858,0.07500000000000002,-0.026785714285714284,0.05892857142857142,0.04281249999999998,0.10892857142857146,0.0006143446624756308,20,False
persistent-switch,med,long,extreme,0.7767857142857144,0.8267857142857145,0.705357142857143,0.9285714285714286,-0.049999999999999996,0.07142857142857144,-0.11075892857142866,-0.0035714285714285613,0.02674107142857142,0.11785714285714285,0.014617639542504019,20,False
persistent-switch,high,short,small,0.9732142857142859,0.9196428571428574,0.8910714285714288,0.941071428571429,0.05357142857142851,0.0821428571428571,0.02678571428571421,0.08392857142857142,0.04999999999999995,0.11428571428571424,0.0007112654635179708,20,False
persistent-switch,high,short,med,0.9750000000000002,0.9214285714285717,0.892857142857143,0.941071428571429,0.05357142857142851,0.08214285714285707,0.028571428571428477,0.0821428571428571,0.049999999999999975,0.11428571428571424,0.0007688820245565352,20,False
persistent-switch,high,short,large,0.9446428571428573,0.9089285714285719,0.8910714285714288,0.941071428571429,0.03571428571428563,0.05357142857142851,0.01607142857142847,0.05714285714285709,0.02316964285714275,0.08571428571428563,0.009707114913264668,20,False
persistent-switch,high,short,extreme,0.8035714285714288,0.7892857142857144,0.7357142857142859,0.941071428571429,0.01428571428571429,0.06785714285714287,-0.010714285714285699,0.04285714285714288,0.014285714285714273,0.12857142857142861,0.03614825604725166,20,False
persistent-switch,high,medium,small,0.9678571428571431,0.898214285714286,0.8750000000000003,0.9125000000000003,0.06964285714285709,0.09285714285714282,0.03571428571428565,0.11249999999999998,0.05535714285714279,0.13749999999999996,0.0004474601105035252,20,False
persistent-switch,high,medium,med,0.9678571428571431,0.8982142857142861,0.8678571428571431,0.9125000000000003,0.06964285714285709,0.09999999999999998,0.032142857142857126,0.11071428571428565,0.0589285714285714,0.14464285714285707,0.0004101773466900822,20,False
persistent-switch,high,medium,large,0.9428571428571431,0.8767857142857146,0.8500000000000003,0.9125000000000003,0.06607142857142859,0.09285714285714289,0.024999999999999977,0.11433035714285697,0.0428571428571429,0.1464285714285715,0.0005693879993073929,20,False
persistent-switch,high,medium,extreme,0.8500000000000002,0.8053571428571429,0.7625000000000001,0.9125000000000003,0.04464285714285714,0.08750000000000001,0.010714285714285714,0.08392857142857144,0.035714285714285726,0.1392857142857143,0.002277617487945176,20,False
persistent-switch,high,long,small,0.9767857142857144,0.8750000000000002,0.8535714285714286,0.8928571428571429,0.10178571428571428,0.12321428571428569,0.05535714285714281,0.1625,0.0839285714285714,0.1660714285714286,0.00019302286813915962,20,False
persistent-switch,high,long,med,0.9767857142857144,0.8750000000000002,0.8535714285714286,0.8928571428571429,0.10178571428571428,0.12321428571428569,0.05535714285714279,0.15714285714285717,0.0839285714285714,0.16611607142857127,0.00019302286813915962,20,False
persistent-switch,high,long,large,0.9446428571428573,0.8678571428571429,0.8410714285714287,0.8928571428571429,0.07678571428571428,0.10357142857142854,0.023214285714285715,0.14285714285714285,0.051785714285714324,0.15357142857142855,0.003322636917343484,20,False
persistent-switch,high,long,extreme,0.8321428571428573,0.8089285714285716,0.7250000000000001,0.8928571428571429,0.02321428571428574,0.10714285714285716,-0.030357142857142822,0.07500000000000002,0.04821428571428575,0.16964285714285715,0.004497866597920755,20,False
sign-flip-switch,low,short,small,0.9767857142857146,0.6678571428571429,0.6607142857142858,0.6982142857142859,0.3089285714285715,0.3160714285714286,0.20357142857142865,0.42321428571428577,0.2071428571428572,0.4286160714285713,0.00022965868177333754,20,False
sign-flip-switch,low,short,med,0.9767857142857146,0.6678571428571429,0.6607142857142858,0.6982142857142859,0.3089285714285715,0.3160714285714286,0.20178571428571432,0.41611607142857127,0.2088839285714286,0.42857142857142855,0.00022965868177333754,20,False
sign-flip-switch,low,short,large,0.8928571428571429,0.8857142857142859,0.8732142857142857,0.6982142857142859,0.007142857142857134,0.01964285714285714,-0.05897321428571433,0.06785714285714291,-0.042857142857142844,0.07678571428571426,0.46021109814474837,20,False
sign-flip-switch,low,short,extreme,0.760714285714286,0.9642857142857146,0.9375000000000002,0.6982142857142859,-0.2035714285714286,-0.17678571428571432,-0.3143303571428571,-0.10000000000000005,-0.29999999999999993,-0.06428571428571427,0.008651541533947532,20,False
sign-flip-switch,low,medium,small,0.955357142857143,0.6535714285714287,0.6303571428571428,0.7214285714285715,0.3017857142857143,0.32500000000000007,0.2017857142857143,0.4071428571428572,0.21781250000000005,0.4357142857142858,0.00019540793740897315,20,False
